Name,BSE Code,NSE Code,ISIN Code
Him Teknoforg.,505712,,INE705G01021
Surani Steel Tub,,SURANI,INE01ZJ01015
Kesar Petroprod.,524174,,INE133C01033
Wise Travel,,WTICAB,INE623Y01011
Prec. Electronic,517258,,INE143C01024
Capital Trade Lk,538476,,INE172D01021
Parsvnath Devl.,532780,PARSVNATH,INE561H01026
Maxgrow India,521167,,INE485D01043
Lyka Labs,500259,LYKALABS,INE933A01014
Indo US Bio-Tech,541304,INDOUS,INE250Z01010
Veto Switchgears,539331,VETO,INE918N01018
Ucal,500464,UCAL,INE139B01016
Sicagen India,533014,SICAGEN,INE176J01011
Sakthi Sugars,507315,SAKHTISUG,INE623A01011
BDH Industries,524828,,INE278D01018
Gamco Ltd,540097,,INE890S01026
Sumit Woods,,SUMIT,INE748Z01013
Aion-Tech Soluti,531439,GOLDTECH,INE805A01014
Kothari Sugars,,KOTARISUG,INE419A01022
Neelamalai Agro,508670,NEAGI,INE605D01012
Filatex Fash.,532022,FILATFASH,INE185E01021
Rossell India,533168,ROSSELLIND,INE847C01020
Jainik Power,,JAINIK,INE0XIL01012
Wardwizard Inno.,538970,,INE945P01024
Khadim India,540775,KHADIM,INE834I01025
Mother Nutri,544623,,INE0UH001016
Rudra Global,539226,RUDRA,INE027T01023
Nikita Greentech Recycling,,NIKITA,INE0FLF01015
Lak. Electrical,504258,,INE284C01018
AVP Infracon,,AVPINFRA,INE0R9401019
Music Broadcast,540366,RADIOCITY,INE919I01024
Sonam,,SONAMLTD,INE00LM01029
Infinity Infoway,544567,,INE16XA01017
ACS Tech,530745,ACSTECH,INE366C01021
Sangam Finserv,538714,,INE475D01010
Spacenet Enterpr,,SPCENET,INE970N01027
Anya Polytech &,,ANYA,INE0SI601032
Airan,543811,AIRAN,INE645W01026
Active Clothing,541144,,INE380Z01015
Cochin Minerals,513353,,INE105D01013
Acetech E-Commerce,,ACETEC,INE1J6M01010
HBG Hotels,537839,,INE977M01024
Patel Chem,544460,,INE161701011
T T,514142,TTL,INE592B01024
Northern Spirits,542628,,INE01BL01012
EMA Partners,,EMAPARTNER,INE0ZOL01023
Stratmont Indus.,530495,,INE473C01025
Emerald Finance,538882,,INE030Q01015
Plaza Wires,544003,PLAZACABLE,INE0INJ01017
Murudesh.Ceramic,515037,MURUDCERA,INE692B01014
Emergent Indust.,506180,,INE668L01013
Goldstar Power,,GOLDSTAR,INE405Y01021
Vaidya Sane,,MADHAVBAUG,INE0JR301013
Nitiraj Engineer,,NITIRAJ,INE439T01012
Jay Bee Laminati,,JAYBEE,INE0SMY01017
Revathi Equip,544246,RVTH,INE0DAB01012
Justo Realfin,544542,,INE0W5Q01017
Oxygenta Pharma,524636,,INE102E01018
CapitalNumbers,544343,,INE0WXM01011
Aviva Industries,512109,,INE461H01011
ACE Alpha Tech,544431,,INE0S9X01011
Dynamic Services,,DYNAMIC,INE0DZ701010
Simm. Marshall,507998,,INE657D01021
Brady & Morris,505690,,INE856A01017
De Neers Tools,,DENEERS,INE0JWV01011
Mitsu Chem Plast,540078,,INE317V01016
Waterbase,523660,WATERBASE,INE054C01015
Pil Italica Life,500327,PILITA,INE600A01035
Crescentis Capital,511571,,INE754C01010
Gillanders Arbut,532716,GILLANDERS,INE047B01011
GTT Data,530457,,INE959B01017
Yash Trad.& Fin.,512345,,INE745A01012
Vijay Solvex,531069,,INE362D01010
Envirotech Sys.,,ENVIRO,INE0SUH01015
Rana Sugars,507490,RANASUG,INE625B01014
Eleganz Interior,,ELGNZ,INE0R9101015
Game Changers,544594,,INE1GUJ01014
Supreme Holdings,530677,SUPREME,INE822E01011
Nanta Tech,544668,,INE0YJA01011
Silgo Retail,,SILGO,INE01II01013
Sikko Industries,,SIKKO,INE112X01025
M K Proteins,543919,MKPL,INE964W01021
Shahlon Silk,542862,,INE052001026
Inflame Applian.,541083,,INE464Z01017
Tainwala Chem.,507785,TAINWALCHM,INE123C01018
Ajanta Soya,519216,,INE601B01023
Astonea Labs,544409,,INE0TG901011
Zee Learn,533287,ZEELEARN,INE565L01011
Trade-Wings,509953,,INE961E01017
Jullundur Motor,,JMA,INE412C01023
Shree Salasar,503635,,INE315N01017
Goyal Salt,,GOYALSALT,INE0QFE01017
ABans Enterprise,512165,ABANSENT,INE365O01028
Tunwal E-Motors,,TUNWAL,INE0OXV01027
Avance Tech.,512149,,INE758A01072
Mahalaxmi Rubtec,514450,MHLXMIRU,INE112D01035
Optivalue Tek,,OPTIVALUE,INE15B101011
Desco Infra.,544387,,INE0TGG01014
Bannari Amm Spg.,532674,BASML,INE186H01022
Infollion Resea.,,INFOLLION,INE0NNZ01013
Safety Controls,544746,,INE0UMH01018
Teamtech Formwork,,,INE2OL601013
Worth Investment,538451,,INE114O01020
Ace Soft. Exp.,531525,,INE849B01010
Accretion Nutraveda,544694,,INE1KVQ01019
Rikhav Securitie,544340,,INE0CFH01028
Pritika Engineer,,PRITIKA,INE0MJQ01020
Shri Techtex,,SHRITECH,INE0OMF01015
Ducol Organics,,DUCOL,INE0LZO01015
The Byke Hospi.,531373,BYKE,INE319B01014
Savera Industrie,512634,,INE104E01014
Akanksha Power,,AKANKSHA,INE0PCY01014
Swadeshi Inds,506863,,INE716M01034
Landmarc Leisur.,532275,,INE394C01023
AVI Polymers,539288,,INE897N01014
Grover Jewells,,GJL,INE1TY801010
7Seas Enter.,540874,,INE454F01010
Forcas Studio,,FORCAS,INE0U2501017
Affordable Robo.,541402,AFFORDABLE,INE692Z01013
Aarvi Encon,,AARVI,INE754X01016
Vijaypd Ceutical,,VIJAYPD,INE0WL901019
Dai-ichi Karkari,526821,DAICHI,INE928C01010
Gourmet Gateway,506134,,INE512D01028
Aashka Hospitals,543346,,INE0EAX01014
Cosmo Ferrites,523100,,INE124B01018
Simca Advertis.,,SIMCA,INE1K4J01018
Virinchi,532372,VIRINCHI,INE539B01017
CDG Petchem,534796,,INE198N01017
Shivalic Power,,SPCL,INE0T7B01010
Shivam Chemicals,544165,,INE0SGR01013
SC Agrotech,526081,,INE895E01017
Ushanti Colour,,UCL,INE00NI01015
Quint Digital,539515,QUINT,INE641R01017
Integrated Perso,,IPSL,INE02EE01019
Chatha Foods,544151,,INE0AH901011
Integra Essentia,535958,ESSENTIA,INE418N01035
Vaswani Industri,533576,VASWANI,INE590L01019
Baroda Extrusion,513502,,INE927K01023
Jattashankar Ind,514318,,INE722N01014
Aspinwall & Co,,ASPINWALL,INE991I01015
Omega Interactiv,511644,,INE113B01037
Beacon Trust.,,BEACON,INE639X01027
SPEB Adhesives,,SPEB,INE1CW901027
Arvee Laborat.,,ARVEE,INE006Z01016
Parshva Enterpr.,542694,,INE05MV01019
Lancor Holdings,509048,LANCORHOL,INE572G01025
Dhara Rail Pro.,,DHARARAIL,INE2HJL01019
Mini Diamonds(I),523373,,INE281E01028
Dolfin Rubbers,542013,,INE666Y01010
Nagpur Power,532362,,INE099E01016
Admach Systems,544669,,INE0XLO01010
Shree Ram Twist.,544716,SRTL,INE19GK01015
Laxmipati Engg,537669,,INE920P01019
Sh. Dinesh Mills,503804,,INE204C01024
Parnax Lab,506128,,INE383L01019
Paul Merchants,539113,PML,INE291E01019
Global Ocean,544665,,INE1ITY01011
Alphalogic Indu,543937,,INE0NZF01019
Enfuse Solutions,,ENFUSE,INE0S3X01014
Ausom Enter.,509009,AUSOMENT,INE218C01016
Zeal Aqua,539963,,INE819S01025
Quest Laborato.,,QUESTLAB,INE0TNW01017
Earkart,544549,,INE1A8F01035
CP Capital,533260,CPCAP,INE521J01018
Niraj Cement,532986,NIRAJ,INE368I01016
Golden Crest,540062,,INE222U01010
CHL,532992,,INE790D01020
Loyal Equipments,539227,,INE876S01017
Royal Arc Ele.,,ROYALARC,INE0EO401019
Kamdhenu Venture,543747,KAMOPAINTS,INE0BTI01037
Rex Pipes&Cables,,REXPIPES,INE00D001018
Rajputana Indu.,,RAJINDLTD,INE0PCU01012
Flywings Simula.,,FWSTC,INE0SQZ01015
Golkunda Diamond,523676,,INE798D01015
Shigan Quantum,,SHIGAN,INE03KJ01013
Jhaveri Credits,531550,,INE865D01012
Natural Capsules,524654,NATCAPSUQ,INE936B01015
Trigyn Techno.,517562,TRIGYN,INE948A01012
Shradha AI Tech,543976,,INE489B01031
Kanishk Steel,513456,,INE791E01018
Mega Flex Plast.,,MEGAFLEX,INE0G1D01014
S I Paper Mills,516108,,INE088G01014
Ameenji Rubber,544555,,INE14QA01016
Credent Global,539598,,INE727C01024
Rockingdeals Cir,,ROCKINGDCE,INE0PTR01012
Hannah Joseph,544687,,INE0JVH01012
Smartlink Hold.,532419,SMARTLINK,INE178C01020
Bharat Gears,505688,BHARATGEAR,INE561C01019
Jeevan Scienti.,538837,,INE237B01018
Panch.Organics,531726,,INE316G01019
GP Petroleums,532543,GULFPETRO,INE586G01017
S D Retail,,SDREAMS,INE0X6F01017
GLEN Industries,544444,,INE0UMC01019
Bharat Road,540700,BRNL,INE727S01012
Madhav Copper,,MCL,INE813V01022
Fractal Industries,544707,,INE1W3Q01011
Kimia Bioscien.,530313,,INE285U01025
HB Estate Devel.,532334,HBESD,INE640B01021
Energy-Mission,,EMMIL,INE0S1L01013
Bambino Agro Ind,519295,,INE921D01013
ATV Projects,500028,,INE447A01015
Neochem Bio,,NEOCHEM,INE21UM01018
Karbonsteel Eng.,544511,,INE0V8A01016
Sadhav Shipping,,SADHAV,INE0K5H01010
Incredible Indus,538365,INCREDIBLE,INE452L01012
EPW India,,EPWINDIA,INE1KEC01023
Sakthi Finance,511066,,INE302E01014
Sh. Krishna Pap.,500388,,INE970C01012
Coral Labs.,524506,,INE683E01017
Auro Labs.,530233,,INE292C01011
Apt Packaging,506979,,INE046E01025
Ishan Dyes,531109,ISHANCH,INE561M01018
Munish Forge,,MUNISH,INE1K8Y01018
Emerald Tyre,,ETML,INE0RHD01013
Tamboli Industri,533170,TAMBOLIIN,INE864J01012
Dev Information,543462,DEVIT,INE060X01034
Durlax Top,,DURLAX,INE0OUW01013
Aeron Composites,,AERON,INE0WL801011
Abate As Indust,531658,,INE454E01013
OK Play India,526415,,INE870B01024
Kore Digital,,KDL,INE0O4R01018
LGB Forge,533007,,INE201J01017
Sanjiv.Parant.,531569,,INE860D01013
Star Delta Trans,539255,,INE541K01014
KPT Industries,505299,,INE731D01024
Destiny Logistic,,DESTINY,INE0IGO01011
Esconet,,ESCONET,INE0RQZ01017
Sharp Chucks and,,SCML,INE460Q01014
Emmbi Industries,533161,EMMBI,INE753K01015
AksharChem (I),524598,AKSHARCHEM,INE542B01011
Patels Airtemp,517417,,INE082C01024
Available Fin.,531310,AVAILFC,INE325G01010
Superhouse Ltd,523283,SUPERHOUSE,INE712B01010
Bhagwati Auto,504646,,INE106G01014
Jaysynth Orgo,524592,,INE263B01022
Rajputana Bio.,,RAJPUTANA,INE0VHU01019
AMJ Land Holdin.,500343,AMJLAND,INE606A01024
Gallard Steel,544616,,INE0BUQ01012
IVP,507580,IVP,INE043C01018
K. V. Toys India,544641,,INE1IE301018
Chemkart India,544442,,INE0VWL01017
Indowind Energy,532894,INDOWIND,INE227G01018
Kanchi Karpooram,538896,KANCHI,INE081G01019
Winsome Textile,514470,,INE837B01031
QMS Medical,,QMSMEDI,INE0FMW01018
Maheshwari Logi.,,MAHESHWARI,INE263W01010
Baid Finserv,511724,BAIDFIN,INE020D01022
Archidply Inds.,532994,ARCHIDPLY,INE877I01016
Ecoplast,526703,,INE423D01010
Indian Terrain,533329,INDTERRAIN,INE611L01021
Century Extrus.,500083,CENTEXT,INE281A01026
Digicontent,542685,DGCONTENT,INE03JI01017
Sadbhav Engg.,532710,SADBHAV,INE226H01026
Rathi Steel,504903,,INE336C01016
Xelpmoc Design,542367,XELPMOC,INE01P501012
Methodhub Software,544637,,INE0QZR01017
National Fitting,531289,,INE643C01015
Tips Films,543614,TIPSFILMS,INE0LQS01015
Marc Technocrats,,MARC,INE0TD401015
Captain Pipes,538817,,INE513R01026
Hind.Adhesive,514428,,INE074C01013
Kritika Wires,,KRITIKA,INE00Z501029
Yashhtej Industries,544708,,INE1O6P01016
Autoriders Intl.,512277,,INE340U01010
Jay Jalaram Tech,,KORE,INE0J6801010
Aayush Wellness,539528,,INE430R01023
LKP Securities,540192,,INE341H01023
Avi Ansh,,AVIANSH,INE0TFB01017
Alpine Housing,526519,,INE840D01015
Shubhshree Bio.,,SHUBHSHREE,INE0UL701015
Metroglobal,500159,METROGLOBL,INE085D01033
Global Pet Indus,,GLOBALPET,INE0PS501019
Eyantra Ventures,512099,,INE750G01019
Bluegod Enterta.,539175,,INE924N01024
DHP India,531306,,INE590D01016
Esprit Stones,,ESPRIT,INE0SBP01018
Bansal Roofing,538546,,INE319Q01012
Umiya Buildcon,532376,UMIYA-MRO,INE398B01018
Winsol Engineers,,WINSOL,INE0S3D01016
Bharat Agri Fert,531862,,INE842D01029
DCM,502820,DCM,INE498A01018
Lactose (India),524202,,INE058I01013
Sh. Bajrang All.,526981,SHBAJRG,INE402H01015
B. D. Industries,544468,,INE1LJ801017
Renol Polychem,,RNPL,INE0VZX01015
Milkfood,507621,,INE588G01021
Ecoboard Inds.,523732,,INE866A01016
Trustedgecapital,532056,,INE398H01015
Modern Threads,500282,MODTHREAD,INE794W01014
Jeyyam Global,,JEYYAM,INE0RXB01022
JK Agri Genetics,536493,,INE690O01011
Jyoti,504076,,INE511D01012
Machino Plastics,523248,,INE082B01018
Amba Enterprises,539196,,INE829P01020
Jay Ambe Super.,544514,,INE1DRH01011
Hindprakash Indu,543645,HPIL,INE05X901010
Guj. Inject(Ker),524238,,INE659F01014
VL E-Governance,543958,VLEGOV,INE03HW01020
Rama Vision,523289,,INE763B01013
North Eastn.Car.,534615,NECCLTD,INE553C01016
Shri Gang Indus,523309,,INE241V01018
Spice IslandsInd,526827,,INE882D01017
Siddhika Coatins,,SIDDHIKA,INE0A1E01018
Equippp Social,590057,EQUIPPP,INE217G01035
Raaj Medisafe,524502,,INE548H01015
Suryalata Spg.,514138,SURYALA,INE132C01027
Prajay Engineers,531746,PRAENG,INE505C01016
Indbank Merchant,511473,INDBANK,INE841B01017
Barflex Polyfilm,,BARFLEX,INE0QX401014
Gujarat Intrux,517372,,INE877E01015
IBL Finance,,IBLFL,INE0O7401018
Bilcare,526853,BI,INE986A01012
Duroply Indust.,516003,,INE932D01010
Chemtech Indust.,537326,,INE212P01011
Ruchi Infrastr.,509020,RUCHINFRA,INE413B01023
VJTF Eduservices,509026,,INE117F01013
Pioneer Invest,507864,PIONRINV,INE746D01014
Dev Labtech,543848,,INE0NIJ01025
East India Drums,523874,,INE191C01023
Alpa Laboratorie,532878,ALPA,INE385I01010
Duncan Engg.,504908,,INE340F01011
Bhandari Hosiery,512608,BHANDARI,INE474E01029
Galaxy Bearings,526073,,INE020S01012
Jayesh Logistics,,JAYESH,INE1AE401014
IP Rings,523638,,INE558A01019
Signet Industrie,512131,SIGIND,INE529F01035
Resonance Speci.,524218,,INE486D01017
IKOMA Technologies,531997,,INE164D01010
Alphageo (India),526397,ALPHAGEO,INE137C01018
MANGALAM SEEDS,539275,,INE829S01016
AVATAR Industries,,AVATAR,INE617I01024
Bengal Tea & Fab,532230,,INE665D01016
Tilak Ventures,503663,,INE026L01022
Lagnam Spintex,,LAGNAM,INE548Z01017
Keynote Finan.,512597,KEYFINSERV,INE681C01015
Alan Scott Ente.,539115,,INE273F01022
ARCL Organics,543993,,INE372M01010
KHFM Hospitality,,KHFM,INE00UG01014
SBEC Sugar,532102,,INE948G01019
KIFS Financial,535566,,INE902D01013
Brooks Lab.,533543,BROOKS,INE650L01011
Positron Energy,,POSITRON,INE0S3H01017
Praxis Home,540901,PRAXIS,INE546Y01022
Gabriel Pet,544108,,INE0QZF01012
Refex Renewables,531260,,INE332F01018
Ashapuri Gold,542579,,INE05FR01029
Elfin Agro India,544724,,INE1FEW01013
NSB BPO,544571,,INE0SLP01017
Uravi Defence &,543930,URAVIDEF,INE568Z01015
Swadeshi Polytex,503816,,INE243N01029
Master Component,,MASTER,INE0OJM01017
Crown Lifters,,CROWN,INE491V01019
Kay Cee,,KCEIL,INE0RCG01017
Salona Cotspin,590056,SALONA,INE498E01010
Meta Infotech,544441,,INE162901016
N R Vandana,,NRVANDANA,INE104101014
Premier Roadline,,PRLIND,INE0CFG01012
Puretrop Fruits,530077,,INE795D01011
W H Brady,501391,,INE855A01019
Harshdeep Horti.,544105,,INE0OLZ01015
Sir Shadi Lal,532879,,INE117H01019
Shah Alloys,513436,SHAHALLOYS,INE640C01011
Pro FX,,PROFX,INE0VJT01017
Binayaka Tex Pr,523054,,INE626H01019
Dhunseri Tea,538902,DTIL,INE341R01014
Enser,,ENSER,INE0R9I01021
Vital Chemtech,,VITAL,INE0L4K01016
Maximus Interna.,540401,,INE544W01021
Upsurge Invest.,531390,,INE890B01014
Krishanveer Forg,513369,,INE013J01016
Lakshmi Engg.,505302,,INE718M01022
Tyche Industries,532384,,INE443B01012
Kanoria Energy,539620,,INE534E01020
Mitcon Consult.,,MITCON,INE828O01033
Elnet Technolog,517477,,INE033C01019
Bright Brothers,526731,,INE630D01010
Latteys Industri,,LATTEYS,INE262Z01023
Mauria Udyog,539219,,INE150D01027
Avro India,543512,AVROIND,INE652Z01025
Lakshya Powertec,,LAKSHYA,INE0VZS01015
PMC Fincorp,534060,,INE793G01035
Maha Rashtra Apx,523384,MAHAPEXLTD,INE843B01013
Rappid Valves,,RAPPID,INE0MVO01012
Reliable Data,544207,RELIABLE,INE375Y01018
Manilam Industries,,MANILAM,INE1ERK01013
HEC Infra Proj.,,HECPROJECT,INE558R01013
Biopol Chemicals,,BIOPOL,INE0XW001014
Mayasheel Vent.,,MAYASHEEL,INE0ZTO01018
Aztec Fluids,544177,,INE0SCB01016
G G Automotive,531399,,INE493B01017
VIRAT LEASING,539167,,INE347L01022
Balaxi Pharma,,BALAXI,INE618N01022
Indian Phosphate,,IPHL,INE0DHF01018
Kandarp Digi,,KANDARP,INE0MOT01016
Polson,507645,,INE339F01021
Aartech Solonics,542580,AARTECH,INE01C001026
Eppeltone Ene.,,EEPL,INE11HF01010
Viram Suvarn,540252,,INE607V01028
National Plastic,531287,,INE896D01017
Ovobel Foods,530741,,INE812S01012
Magnum Ventures,532896,MAGNUM,INE387I01016
BSL,514045,BSL,INE594B01012
Narmada Agrobase,543643,NARMADA,INE117Z01011
Globus Power,526025,,INE064L01015
Intrasoft Tech.,533181,ISFT,INE566K01011
Dharni Capital,543753,,INE0M9Q01011
Garware Offshore Services,501848,,INE446C01013
Bhadora Indust.,,BHADORA,INE0ZRC01017
Coral India Fin.,531556,CORALFINAC,INE558D01021
Anka India,531673,,INE067C01025
Premco Global,530331,PREMCO,INE001E01012
Vibrant Glo. Cap,538732,,INE761Q01015
Tarmat,532869,TARMAT,INE924H01018
SNL Bearings,505827,,INE568F01017
Somi Conv.Belt.,533001,SOMICONVEY,INE323J01019
Moxsh Overseas,,MOXSH,INE0N6D01014
Secmark Consult.,543234,SECMARK,INE0BTM01013
Smruthi Organic,540686,,INE172E01011
Usha Financial,,USHAFIN,INE0LS001014
Nephro Care,,NEPHROCARE,INE0SUN01013
Apollo Techno,544671,,INE0X4A01013
Apollo Finvest,512437,,INE412D01013
Sonal Mercantile,538943,SONAL,INE321M01017
Sampann Utpadan,534598,SAMPANN,INE735M01018
Thrive Future Habitats,523120,,INE628D01014
Accord Transformer,544710,,INE132201018
Rapid Fleet,,RAPIDFLEET,INE0QX901013
Retaggio Indust.,544391,,INE0KWJ01014
Meera Industries,540519,,INE343X01026
Shyam Dhani Ind.,,SHYAMDHANI,INE1CRP01016
Texmo Pipes,533164,TEXMOPIPES,INE141K01013
Sambhaav Media,511630,SAMBHAAV,INE699B01027
Focus Business,543312,,INE0DXR01010
Resgen,543805,,INE0NYN01016
Star Imaging,544482,,INE0YG001013
Sanco Trans,523116,,INE391G01012
Vipul Ltd,511726,VIPULLTD,INE946H01037
Thakkers Develp.,526654,THAKDEV,INE403F01017
Swastika Investm,530585,,INE691C01022
Reganto Enterprises,517393,,INE043B01028
Cubex Tubings,526027,CUBEXTUB,INE144D01012
Party Cruisers,,PARTYCRUS,INE06ZX01015
Valencia Nutrit.,542910,,INE08RT01016
Surana Solar,533298,SURANASOL,INE272L01022
Innomet Advanced,,INNOMET,INE0S1D01010
Vegorama Punjabi,,,INE1L3801017
Weizmann,523011,WEIZMANIND,INE080A01014
Tirupati Starch,524582,,INE314D01011
Greenchef Appli.,,GREENCHEF,INE0O7P01015
Striders Impex,,STRIDERS,INE1XWN01017
Chemcrux Enterp.,540395,,INE298W01016
TCI Industries,532262,,INE920B01019
Emiac Technologies,544747,,INE1OSW01015
Dollex Agrotech,,DOLLEX,INE0JHH01011
Raja Bahadur Int,503127,,INE491N01016
Rudrabhish. Ent.,,REPL,INE364Z01019
Godavari Drugs,530317,,INE362C01012
Kaira Can,504840,,INE375D01012
Expo Engineering,526614,,INE561D01025
Airo Lam,,AIROLAM,INE801L01010
Indian Sucrose,500319,,INE557C01017
Intl. Combustion,505737,,INE403C01014
Vaxfab Enterp.,542803,,INE560T01015
M P K Steels,544553,,INE1PJP01015
Krebs Biochem,524518,KREBSBIO,INE268B01013
Sampre Nutrition,530617,,INE375C01022
Modulex Const.,504273,,INE064R01012
Patdiam Jeweller,539401,,INE473T01011
Aaradhya Dis.,,AARADHYA,INE124401014
Prodocs Solution,544643,,INE10XK01019
Saptarishi Agro,519238,,INE233P01017
Aesthetik Engi.,,AESTHETIK,INE0TSF01011
Taylormade Renew,541228,,INE459Z01017
Spectrum Talent,,SPECTSTM,INE0OL001018
KIC Metaliks,513693,,INE434C01027
Lahoti Overseas,531842,LAHOTIOV,INE515C01023
Forge Auto,,FORGEAUTO,INE0YKW01013
Lorenzini Appar.,540952,LAL,INE740X01023
Ganges Securitie,540647,GANGESSECU,INE335W01016
Sotac Pharma.,,SOTAC,INE0O2D01012
Norben Tea,519528,NORBTEAEXP,INE369C01017
Rishi Laser,526861,,INE988D01012
RTS Power Corpn.,531215,,INE005C01017
Ace Men,539661,,INE023R01018
Bal Pharma,524824,BALPHARMA,INE083D01012
Matrix Geo Sol.,,MGSL,INE132901013
RFBL Flexi Pack,,RFBL,INE0V2V01015
W I Plywoods,,WIPL,INE215F01023
Vistar Amar,538565,,INE878P01019
Shri Krishna,531080,SHRIKRISH,INE997I01012
Indian CardCloth,509692,INDIANCARD,INE061A01014
Scoobee Garments,531234,,INE962E01015
Supra Pacific,540168,,INE268T01015
Purv Flexi,,PURVFLEXI,INE0R6C01012
AAA Technologies,543671,AAATECH,INE0D0U01013
DCG Cables,,DCG,INE0S8401018
BCPL Railway,542057,BCPL,INE00SW01015
Gravity (India),532015,,INE995A01013
Escorp Asset Mgt,540455,,INE953W01016
Accretion Pha.,,ACCPL,INE0T8T01010
Kemp & Co.,506530,,INE060E01018
Udayshivakumar,543861,USK,INE0N0Y01013
Anik Industries,519383,ANIKINDS,INE087B01017
Thacker & Co.,509945,THACKER,INE077P01034
Aluwind Infra,,ALUWIND,INE0STM01017
Auto Pins (I),531994,,INE706C01028
Sunshine Capital,539574,,INE974F01025
Optimus Finance,531254,,INE031G01022
Achyut Healthcar,543499,,INE0K1401020
Steel City Sec.,,STEELCITY,INE395H01011
Rajshree Polypac,,RPPL,INE760W01023
Jocil,,JOCIL,INE839G01010
V R Infraspace,,VR,INE0QQM01017
Bodhi Tree,543767,BTML,INE0EEJ01023
Pervasive Comm.,517172,,INE443P01038
Dachepalli Pub.,544667,,INE1F9M01018
Hindcon Chemical,,HINDCON,INE642Y01029
Maitreya Medica.,,MAITREYA,INE0PLQ01011
Bihar Sponge,500058,,INE819C01011
Mukta Arts,532357,MUKTAARTS,INE374B01019
Anand Rayons,542721,,INE02GA01012
Dhoot Indl.Fin,526971,,INE313G01016
Hindustan Hardy,505893,,INE724D01011
MRC Agrotech,540809,,INE333Y01017
Value 360 Commu.,,VALUE360,INE1E7Y01018
Vishwaraj Sugar,542852,VISHWARAJ,INE430N01022
Ravelcare,544629,,INE0W4D01018
Caprihans India,509486,,INE479A01018
Suryalak. Cott.,521200,SURYALAXMI,INE713B01026
GTL,500160,GTL,INE043A01012
Landsmill Green,533090,LANDSMILL,INE688J01023
Urban Enviro,,URBAN,INE0O0201019
TBI Corn,,TBI,INE0N2D01013
Assam Entrade,542911,,INE165G01010
Iconik Sports,511260,,INE088P01015
Bhilwara Spinner,514272,,INE436C01014
Orissa Bengal,541206,OBCL,INE426Z01016
Rama Telecom,,RTL,INE14W901010
Suraj Industries,526211,,INE170U01011
Basant Agro Tech,524687,,INE473E01021
La Tim Metal & I,505693,,INE501N01020
Sattva Eng.,,SATTVAENGG,INE14DW01018
Novelix Pharma.,536565,,INE314I01036
Sellwin Traders,538875,,INE195F01027
Regency Ceramics,515018,REGENCERAM,INE277C01012
JSL Industries,504080,,INE581L01018
Sanmit Infra,532435,,INE799C01031
Hind.Tin Works,530315,,INE428D01019
Richa Info,,RICHA,INE0J1P01015
Delaplex,,DELAPLEX,INE0SK801018
Addictive Learn,,ADDICTIVE,INE0RDH01021
Samkrg Pistons,520075,,INE706B01012
Maruti Infra.,531540,,INE392G01028
GVP Infotech,,GVPTECH,INE382T01030
B & A,508136,BNALTD,INE489D01011
Modern Dairies,519287,,INE617B01011
Hari Govind Intl,531971,,INE167F01018
Glittek Granites,513528,,INE741B01027
Calcom Vision,517236,,INE216C01010
Hilton Met.Forg.,532847,HILTON,INE788H01017
Modern Diagnost.,544673,,INE1HK501016
Garnet Construct,526727,,INE797D01017
Titan Securities,530045,,INE090D01017
WOL 3D India,,WOL3D,INE0OO201011
Purple Wave Info,544627,,INE0VDK01019
Gayatri BioOrga.,524564,,INE052E01015
Maiden Forgings,543874,,INE0O1T01010
Shreeoswal Seeds,,OSWALSEEDS,INE00IK01029
Prima Plastics,530589,,INE573B01016
Canarys Automa.,,CANARYS,INE0QG301017
Ambar Protein,519471,,INE072V01017
Sharvaya Metals,544506,,INE0UJF01018
Super Iron,544381,,INE16IQ01014
RSD Finance,539875,RSDFIN,INE616F01022
Zenith Exports,512553,ZENITHEXPO,INE058B01018
Semac Construct,505368,SEMAC,INE617A01013
Globe Enterprises,,GLOBE,INE581X01021
Pattech Fitwell,,PATTECH,INE0NZW01014
Ashnisha Indus.,541702,,INE694W01024
Rajshree Sugars,500354,RAJSREESUG,INE562B01019
Arunjyoti Bio,530881,,INE485K01022
Addi Industries,507852,,INE757C01021
Greenhitech Ven.,544163,,INE0S0701019
Indian Infotech,509051,,INE300B01022
Oval Projects,544498,,INE0RTI01017
Garnet Intl.,512493,,INE590B01010
Indsil Hydro,522165,,INE867D01018
Harmony Capital,530055,,INE264N01017
Aspira Pathlab,540788,,INE500C01017
Ambani Orgochem,,AMBANIORGO,INE00C501018
Raj Television,532826,RAJTV,INE952H01027
Diensten Tech,,DTL,INE0JRD01019
Pharmaids Pharma,524572,,INE117D01018
Rungta Irrigatn.,530449,,INE347C01013
Loyal Textile,514036,LOYALTEX,INE970D01010
Mehul Telecom,544751,,INE1K0V01011
Compucom Soft.,532339,COMPUSOFT,INE453B01029
Shilp Gravures,513709,,INE960A01017
Rajnandini Metal,,RAJMET,INE00KV01022
Kabra Jewels,,KKJEWELS,INE0XOW01017
Narmadesh Brass,544680,,INE0S1B01014
Moksh Ornaments,,MOKSH,INE514Y01020
Cressanda Railwa,512379,,INE716D01033
Rapicut Carbides,500360,,INE350D01015
United Heat,,UHTL,INE0SMR01011
Emkay Taps & Cut,,EMKAYTOOLS,INE332S01011
Lambodhara Text.,590075,LAMBODHARA,INE112F01022
Concord Drugs,538965,,INE858L01010
Reliance Home,540709,RHFL,INE217K01011
Jasch Industries,500220,,INE711C01028
